"","chrnr","epinr","jnr","matr","resultat","prvdato","region","ugenr"
"9612",10548,4,"A2764044","772","NEG",1999-06-08,"R2",76
"9616",10548,3,"A2764049","772","NEG",1999-06-09,"R2",76
"9620",10302,9,"A2764061","772","NEG",1999-06-09,"R4",76
"9624",10244,2,"A2764066","772","NEG",1999-06-10,"R4",76
"9641",10595,6,"A2763992","772","NEG",1999-06-07,NA,76
"9645",10208,4,"A2764005","772","NEG",1999-06-10,NA,76
"9649",10531,10,"A2764012","772","NEG",1999-06-09,"R5",76
"9653",10180,4,"A2764025","772","NEG",1999-06-07,NA,76
"9657",10202,2,"A2764030","772","NEG",1999-06-08,"R5",76
"9692",10094,3,"A2763770","772","NEG",1999-06-04,"R7",75
"9696",10237,1,"A2763775","772","NEG",1999-06-03,"R8",75
"9700",10180,2,"A2763944","772","NEG",1999-06-07,NA,76
"9731",10384,1,"A2763746","772","NEG",1999-06-04,"R1",75
"9735",10402,1,"A2763751","772","NEG",1999-06-02,"R1",75
"9739",10630,1,"A2763757","772","NEG",1999-06-07,"R6",76
"9768",10209,4,"A2763579","772","NEG",1999-06-03,"R1",75
"9772",10185,1,"A2763545","772","NEG",1999-06-02,"R5",75
"9776",10404,2,"A2763549","772","NEG",1999-05-31,"R1",75
"9780",10116,6,"A2763556","772","NEG",1999-06-03,NA,75
"9784",10647,3,"A2763561","772","NEG",1999-06-01,"R8",75
"9788",10404,5,"A2763567","772","NEG",1999-06-01,"R1",75
"9792",10015,1,"A2763573","772","NEG",1999-06-02,NA,75
"9814",10307,3,"A2763528","772","NEG",1999-06-01,"R3",75
"9818",10152,2,"A2763533","772","NEG",1999-06-03,"R2",75
"9880",10581,1,"A2763331","772","NEG",1999-05-31,"R3",75
"9884",10386,1,"A2763335","772","NEG",1999-05-31,"R1",75
"9914",10103,1,"A2763290","772","NEG",1999-05-28,NA,74
"9918",10561,1,"A2763306","772","NEG",1999-05-28,"R8",74
"9922",10356,1,"A2763312","772","NEG",1999-05-31,"R2",75
"9926",10171,3,"A2763317","772","NEG",1999-05-28,"R5",74
"9930",10241,4,"A2763322","772","NEG",1999-05-31,NA,75
"9963",10537,1,"A2763161","772","NEG",1999-05-26,"R4",74
"9967",10625,3,"A2763170","772","NEG",1999-05-26,"R1",74
"9971",10624,2,"A2763175","772","NEG",1999-05-26,"R5",74
"9975",10156,2,"A2763181","772","NEG",1999-05-27,NA,74
"9979",10307,1,"A2763186","772","NEG",1999-05-26,"R3",74
"9983",10120,8,"A2763193","772","NEG",1999-05-25,"R3",74
"9988",10278,2,"A2763123","772","NEG",1999-05-26,"R6",74
"9992",10535,1,"A2763128","772","NEG",1999-05-21,"R1",73
"9996",10015,1,"A2763137","772","NEG",1999-05-21,NA,73
"10000",10203,1,"A2763146","772","NEG",1999-05-21,"R3",73
"10004",10203,3,"A2763150","772","NEG",1999-05-26,"R3",74
"10008",10444,1,"A2763154","772","NEG",1999-05-25,"R3",74
"10013",10245,5,"A2762943","772","NEG",1999-05-21,"R4",73
"10017",10532,1,"A2762954","772","NEG",1999-05-25,"R4",74
"10021",10080,4,"A2762958","772","NEG",1999-05-25,"R5",74
"10025",10010,1,"A2762963","772","NEG",1999-05-25,"R2",74
"10029",10301,2,"A2762969","772","NEG",1999-05-20,"R4",73
"10033",10209,6,"A2763114","772","NEG",1999-05-27,"R1",74
"10066",10075,2,"A2762745","772","NEG",1999-05-19,"R5",73
"10070",10174,3,"A2762749","772","NEG",1999-05-19,"R5",73
"10094",10306,7,"A2762717","772","NEG",1999-05-17,"R3",73
"10098",10437,1,"A2762721","772","NEG",1999-05-18,"R3",73
"10102",10142,1,"A2762725","772","NEG",1999-05-19,"R5",73
"10106",10255,1,"A2762730","772","NEG",1999-05-18,"R5",73
"10110",10002,2,"A2762734","772","NEG",1999-05-18,"R5",73
"10114",10419,1,"A2762740","772","NEG",1999-05-18,"R1",73
"10118",10143,3,"A2762714","772","NEG",1999-05-19,"R3",73
"10122",10200,3,"A2762447","772","NEG",1999-05-12,"R2",72
"10126",10138,1,"A2762455","772","NEG",1999-05-17,NA,73
"10130",10076,3,"A2762690","772","NEG",1999-05-18,"R5",73
"10134",10449,1,"A2762694","772","NEG",1999-05-20,"R5",73
"10142",10245,4,"A2762712","772","NEG",1999-05-20,"R4",73
"10147",10156,3,"A2762405","772","NEG",1999-05-12,NA,72
"10151",10233,0,"A2762414","772","NEG",1999-05-14,"R6",72
"10155",10233,7,"A2762420","772","NEG",1999-05-14,"R6",72
"10159",10367,1,"A2762427","772","NEG",1999-05-10,"R1",72
"10163",10306,3,"A2762431","772","NEG",1999-05-12,"R3",72
"10167",10243,2,"A2762436","772","NEG",1999-05-10,"R3",72
"10201",10161,2,"A2762265","772","NEG",1999-05-11,"R1",72
"10205",10168,10,"A2762269","772","NEG",1999-05-11,"R2",72
"10209",10543,2,"A2762274","772","NEG",1999-05-11,"R7",72
"10213",10226,2,"A2762279","772","NEG",1999-05-11,NA,72
"10217",10178,3,"A2762287","772","NEG",1999-05-11,NA,72
"10225",10045,2,"A2762042","772","NEG",1999-05-07,"R5",71
"10229",10450,1,"A2762050","772","NEG",1999-05-10,"R5",72
"10233",10456,1,"A2762056","772","NEG",1999-05-06,"R5",71
"10237",10529,2,"A2762060","772","NEG",1999-05-10,"R7",72
"10246",10091,2,"A2762253","772","NEG",1999-05-11,"R3",72
"10272",10575,1,"A2762031","772","NEG",1999-05-06,"R6",71
"10334",10137,1,"A2761870","772","POS",1999-05-06,"R5",71
"10338",10584,2,"A2761902","772","NEG",1999-05-05,"R7",71
"10342",10545,2,"A2761909","772","NEG",1999-05-04,NA,71
"10361",10590,3,"A2761842","772","NEG",1999-05-03,"R6",71
"10365",10247,1,"A2761846","772","NEG",1999-05-06,"R2",71
"10369",10610,3,"A2761850","772","NEG",1999-05-05,"R5",71
"10373",10211,1,"A2761854","772","NEG",1999-05-04,"R1",71
"10377",10136,2,"A2761859","772","NEG",1999-05-06,"R4",71
"10381",10196,2,"A2761863","772","NEG",1999-05-05,"R3",71
"10389",10178,3,"A2761804","772","NEG",1999-05-06,NA,71
"10393",10485,2,"A2761811","772","NEG",1999-05-04,"R5",71
"10397",10151,1,"A2761821","772","NEG",1999-05-06,"R3",71
"10401",10567,1,"A2761828","772","NEG",1999-05-05,"R7",71
"10409",10186,2,"A2761838","772","NEG",1999-05-04,"R6",71
"10442",10438,3,"A2761617","772","NEG",1999-04-27,"R3",70
"10465",10196,3,"A2761612","772","NEG",1999-04-27,"R3",70
"10469",10434,2,"A2761584","772","NEG",1999-04-27,"R3",70
"10473",10164,1,"A2761590","772","NEG",1999-05-03,"R5",71
"10477",10590,1,"A2761594","772","NEG",1999-05-03,"R6",71
"10481",10199,4,"A2761598","772","NEG",1999-04-29,"R5",70
"10485",10083,1,"A2761605","772","NEG",1999-04-27,"R2",70
"10489",10141,3,"A2761609","772","NEG",1999-04-27,"R5",70
"10497",10121,1,"A2761552","772","NEG",1999-04-28,"R8",70
"10501",10178,1,"A2761557","772","NEG",1999-03-29,NA,66
"10505",10545,2,"A2761564","772","NEG",1999-04-29,NA,70
"10509",10434,5,"A2761568","772","NEG",1999-04-27,"R3",70
"10513",10529,2,"A2761572","772","NEG",1999-05-03,"R7",71
"10522",10149,2,"A2761448","772","NEG",1999-04-29,"R6",70
"10546",10089,15,"A2761387","772","NEG",1999-04-23,NA,69
"10550",10605,2,"A2761391","772","NEG",1999-04-28,"R8",70
"10554",10584,2,"A2761396","772","NEG",1999-04-27,"R7",70
"10558",10121,1,"A2761402","772","NEG",1999-04-27,"R8",70
"10562",10210,3,"A2761406","772","NEG",1999-04-28,NA,70
"10566",10249,3,"A2761410","772","NEG",1999-04-27,"R5",70
"10570",10191,1,"A2761186","772","NEG",1999-04-23,NA,69
"10574",10107,2,"A2761191","772","NEG",1999-04-26,"R3",70
"10578",10121,7,"A2761197","772","NEG",1999-04-26,"R8",70
"10582",10239,2,"A2761202","772","NEG",1999-04-26,"R6",70
"10586",10199,7,"A2761375","772","NEG",1999-04-28,"R5",70
"10594",10239,2,"A2761383","772","NEG",1999-04-26,"R6",70
"10610",10141,5,"A2761169","772","NEG",1999-04-26,"R5",70
"10614",10098,1,"A2761173","772","NEG",1999-04-23,"R3",69
"10620",10383,3,"A2761183","772","NEG",1999-04-23,"R1",69
"10624",10609,1,"A2760991","772","NEG",1999-04-20,"R2",69
"10628",10250,8,"A2760995","772","NEG",1999-04-21,"R2",69
"10632",10176,2,"A2761001","772","NEG",1999-04-20,"R3",69
"10636",10204,2,"A2761005","772","NEG",1999-04-22,NA,69
"10648",10619,4,"A2760957","772","NEG",1999-04-20,"R5",69
"10652",10434,3,"A2760961","772","NEG",1999-04-22,"R3",69
"10660",10118,1,"A2760972","772","NEG",1999-04-20,"R6",69
"10664",10531,10,"A2760976","772","NEG",1999-04-22,"R5",69
"10668",10467,2,"A2760981","772","NEG",1999-04-20,NA,69
"10673",10100,7,"A2760956","772","NEG",1999-04-21,"R1",69
"10677",10163,2,"A2760930","772","NEG",1999-04-20,NA,69
"10681",10572,1,"A2760935","772","NEG",1999-04-22,"R3",69
"10685",10375,1,"A2760940","772","NEG",1999-04-21,"R7",69
"10689",10089,8,"A2760946","772","NEG",1999-04-21,NA,69
"10693",10089,5,"A2760950","772","NEG",1999-04-19,NA,69
"10697",10100,3,"A2760954","772","NEG",1999-04-21,"R1",69
"10701",10548,4,"A2760732","772","NEG",1999-04-16,"R2",68
"10705",10116,4,"A2760785","772","NEG",1999-04-16,NA,68
"10709",10089,2,"A2760790","772","NEG",1999-04-19,NA,69
"10713",10089,2,"A2760794","772","NEG",1999-04-19,NA,69
"10717",10159,2,"A2760798","772","POS",1999-04-20,NA,69
"10725",10548,1,"A2760730","772","NEG",1999-04-19,"R2",69
"10729",10089,4,"A2760704","772","NEG",1999-04-19,NA,69
"10733",10647,3,"A2760708","772","NEG",1999-04-15,"R8",68
"10739",10236,3,"A2760716","772","NEG",1999-04-16,NA,68
"10743",10302,7,"A2760720","772","NEG",1999-04-19,"R4",69
"10747",10163,2,"A2760724","772","NEG",1999-04-16,NA,68
"10751",10446,2,"A2760593","772","NEG",1999-04-15,"R3",68
"10755",10402,1,"A2760558","772","NEG",1999-04-14,"R1",68
"10759",10180,4,"A2760562","772","NEG",1999-04-15,NA,68
"10763",10159,1,"A2760566","772","NEG",1999-04-13,NA,68
"10767",10152,2,"A2760573","772","NEG",1999-04-15,"R2",68
"10771",10208,2,"A2760577","772","POS",1999-04-14,NA,68
"10775",10207,1,"A2760589","772","NEG",1999-04-15,"R5",68
"10779",10404,4,"A2760518","772","NEG",1999-04-12,"R1",68
"10783",10116,5,"A2760523","772","NEG",1999-04-15,NA,68
"10788",10302,8,"A2760536","772","NEG",1999-04-15,"R4",68
"10792",10094,2,"A2760540","772","NEG",1999-04-13,"R7",68
"10796",10236,4,"A2760544","772","NEG",1999-04-15,NA,68
"10800",10237,2,"A2760549","772","NEG",1999-04-12,"R8",68
"10804",10386,1,"A2760297","772","NEG",1999-04-09,"R1",67
"10818",10160,2,"A2760381","772","NEG",1999-04-08,"R8",67
"10822",10467,1,"A2760469","772","NEG",1999-04-14,NA,68
"10826",10202,1,"A2760513","772","NEG",1999-04-14,"R5",68
"10830",10404,2,"A2760263","772","NEG",1999-04-12,"R1",68
"10834",10411,1,"A2760270","772","NEG",1999-04-08,"R1",67
"10838",10146,1,"A2760277","772","NEG",1999-04-12,"R3",68
"10842",10356,2,"A2760281","772","NEG",1999-04-09,"R2",67
"10846",10364,2,"A2760285","772","NEG",1999-04-12,"R1",68
"10850",10491,1,"A2760291","772","POS",1999-04-12,NA,68
"10854",10165,1,"A2760295","772","NEG",1999-04-12,"R5",68
"10858",10362,1,"A2760089","772","NEG",1999-04-08,"R2",67
"10862",10171,2,"A2760093","772","NEG",1999-04-08,"R5",67
"10866",10227,2,"A2760105","772","NEG",1999-04-08,"R1",67
"10870",10009,2,"A2760110","772","NEG",1999-04-07,"R3",67
"10874",10160,1,"A2760114","772","NEG",1999-04-08,"R8",67
"10878",10127,5,"A2760256","772","NEG",1999-04-12,"R4",68
"10882",10169,2,"A2760056","772","NEG",1999-04-08,"R4",67
"10886",10081,6,"A2760062","772","NEG",1999-04-08,"R5",67
"10890",10010,1,"A2760066","772","NEG",1999-04-08,"R2",67
"10894",10203,2,"A2760070","772","NEG",1999-03-31,"R3",66
"10898",10437,1,"A2760074","772","NEG",1999-03-30,"R3",66
"10902",10183,1,"A2760081","772","NEG",1999-04-07,"R2",67
"10906",10432,1,"A2760085","772","NEG",1999-04-07,"R2",67
"10930",10432,1,"A2760052","772","NEG",1999-04-07,"R2",67
"10934",10129,3,"A2759881","772","NEG",1999-04-06,"R7",67
"10938",10352,2,"A2759885","772","NEG",1999-04-03,"R1",66
"10946",10084,1,"A2759893","772","NEG",1999-03-31,"R2",66
"10950",10075,2,"A2759897","772","NEG",1999-03-30,"R5",66
"10954",10171,1,"A2759901","772","NEG",1999-04-06,"R5",67
"10962",10302,4,"A2759856","772","NEG",1999-04-06,"R4",67
"10966",10532,1,"A2759860","772","NEG",1999-03-31,"R4",66
"10970",10156,1,"A2759864","772","NEG",1999-03-30,NA,66
"10974",10248,3,"A2759868","772","NEG",1999-03-30,"R8",66
"10982",10190,1,"A2759876","772","NEG",1999-03-31,"R3",66
"10986",10075,1,"A2759688","772","NEG",1999-03-30,"R5",66
"10990",10453,1,"A2759692","772","NEG",1999-03-26,"R5",65
"11002",10245,1,"A2759843","772","NEG",1999-03-30,"R4",66
"11006",10217,2,"A2759848","772","NEG",1999-04-06,"R5",67
"11010",10127,5,"A2759852","772","NEG",1999-04-06,"R4",67
"11014",10245,4,"A2759563","772","NEG",1999-03-29,"R4",66
"11018",10342,1,"A2759570","772","NEG",1999-03-29,"R3",66
"11022",10491,2,"A2759581","772","NEG",1999-03-26,NA,65
"11026",10444,1,"A2759585","772","NEG",1999-03-29,"R3",66
"11030",10535,1,"A2759591","772","NEG",1999-03-26,"R1",65
"11034",10111,2,"A2759682","772","NEG",1999-03-30,"R5",66
"11038",10226,13,"A2759429","772","NEG",1999-03-24,NA,65
"11042",10543,2,"A2759433","772","NEG",1999-03-25,"R7",65
"11054",10347,2,"A2759548","772","NEG",1999-03-29,"R2",66
"11063",10226,12,"A2759428","772","NEG",1999-03-24,NA,65
"11067",10161,3,"A2759398","772","NEG",1999-03-22,"R1",65
"11071",10174,3,"A2759403","772","NEG",1999-03-24,"R5",65
"11075",10155,1,"A2759408","772","NEG",1999-03-24,"R5",65
"11080",10381,1,"A2759419","772","NEG",1999-03-24,"R1",65
"11084",10295,1,"A2759423","772","NEG",1999-03-23,"R7",65
"11088",10245,5,"A2759427","772","NEG",1999-03-24,"R4",65
"11096",10332,3,"A2759368","772","NEG",1999-03-23,"R3",65
"11100",10143,2,"A2759372","772","NEG",1999-03-24,"R3",65
"11104",10240,1,"A2759377","772","NEG",1999-03-22,"R4",65
"11108",10255,1,"A2759386","772","NEG",1999-03-23,"R5",65
"11112",10416,2,"A2759391","772","NEG",1999-03-24,"R1",65
"11170",10177,1,"A2759137","772","NEG",1999-03-22,NA,65
"11174",10332,2,"A2759142","772","NEG",1999-03-22,"R3",65
"11178",10306,6,"A2759148","772","NEG",1999-03-19,"R3",64
"11182",10490,1,"A2759155","772","NEG",1999-03-22,NA,65
"11186",10233,4,"A2759163","772","NEG",1999-03-19,"R6",64
"11191",10076,2,"A2759172","772","NEG",1999-03-22,"R5",65
"11198",10279,1,"A2758980","772","NEG",1999-03-18,"R6",64
"11202",10456,1,"A2758988","772","NEG",1999-03-16,"R5",64
"11206",10485,2,"A2758992","772","NEG",1999-03-16,"R5",64
"11218",10450,1,"A2759133","772","NEG",1999-03-22,"R5",65
"11222",10603,4,"A2758946","772","NEG",1999-03-17,"R3",64
"11226",10077,2,"A2758952","772","NEG",1999-03-18,"R2",64
"11230",10177,1,"A2758957","772","NEG",1999-03-18,NA,64
"11238",10140,3,"A2758967","772","NEG",1999-03-18,"R4",64
"11242",10226,10,"A2758972","772","NEG",1999-03-16,NA,64
"11246",10575,1,"A2758976","772","NEG",1999-03-16,"R6",64
"11250",10243,1,"A2758913","772","NEG",1999-03-15,"R3",64
"11254",10306,1,"A2758917","772","NEG",1999-03-18,"R3",64
"11258",10586,1,"A2758925","772","NEG",1999-03-18,"R3",64
"11262",10485,1,"A2758930","772","NEG",1999-03-16,"R5",64
"11266",10618,1,"A2758937","772","NEG",1999-03-18,NA,64
"11274",10434,2,"A2758696","772","NEG",1999-03-11,"R3",63
"11278",10332,3,"A2758700","772","NEG",1999-03-15,"R3",64
"11302",10027,2,"A2758665","772","NEG",1999-03-12,"R7",63
"11306",10243,5,"A2758671","772","NEG",1999-03-15,"R3",64
"11314",10199,5,"A2758683","772","NEG",1999-03-11,"R5",63
"11318",10140,2,"A2758687","772","NEG",1999-03-15,"R4",64
"11322",10586,1,"A2758692","772","NEG",1999-03-12,"R3",63
"11326",10140,1,"A2758538","772","NEG",1999-03-11,"R4",63
"11330",10545,2,"A2758544","772","NEG",1999-03-09,NA,63
"11342",10102,1,"A2758652","772","NEG",1999-03-15,"R6",64
"11350",10604,1,"A2758661","772","NEG",1999-03-12,"R3",63
"11354",10567,3,"A2758508","772","NEG",1999-03-11,"R7",63
"11358",10644,2,"A2758512","772","NEG",1999-03-10,"R8",63
"11362",10520,4,"A2758521","772","NEG",1999-03-11,"R4",63
"11366",10204,2,"A2758526","772","NEG",1999-03-09,NA,63
"11370",10196,3,"A2758530","772","NEG",1999-03-10,"R3",63
"11374",10172,3,"A2758534","772","NEG",1999-03-10,NA,63
"11378",10119,3,"A2758471","772","NEG",1999-03-09,"R2",63
"11382",10108,1,"A2758475","772","NEG",1999-03-09,"R2",63
"11386",10096,3,"A2758479","772","NEG",1999-03-08,"R3",63
"11390",10141,6,"A2758485","772","NEG",1999-03-09,"R5",63
"11394",10002,1,"A2758489","772","NEG",1999-03-09,"R5",63
"11398",10164,1,"A2758493","772","NEG",1999-03-10,"R5",63
"11402",10151,2,"A2758502","772","NEG",1999-03-08,"R3",63
"11426",10199,3,"A2758467","772","NEG",1999-03-10,"R5",63
"11431",10372,1,"A2758265","772","NEG",1999-03-05,"R5",62
"11435",10572,1,"A2758271","772","NEG",1999-03-08,"R3",63
"11439",10196,3,"A2758275","772","NEG",1999-03-05,"R3",62
"11443",10175,3,"A2758279","772","NEG",1999-03-05,"R2",62
"11447",10141,2,"A2758284","772","NEG",1999-03-08,"R5",63
"11451",10239,2,"A2758289","772","NEG",1999-03-08,"R6",63
"11455",10553,5,"A2758260","772","NEG",1999-03-08,"R1",63
"11463",10434,1,"A2758240","772","NEG",1999-03-05,"R3",62
"11467",10434,5,"A2758244","772","NEG",1999-03-05,"R3",62
"11471",10151,1,"A2758248","772","NEG",1999-03-08,"R3",63
"11475",10121,4,"A2758252","772","NEG",1999-03-05,"R8",62
"11479",10149,2,"A2758256","772","NEG",1999-03-08,"R6",63
"11483",10609,3,"A2758130","772","NEG",1999-03-04,"R2",62
"11487",10135,1,"A2758134","772","NEG",1999-03-03,"R6",62
"11507",10531,5,"A2758127","772","NEG",1999-03-03,"R5",62
"11511",10175,1,"A2758101","772","NEG",1999-03-04,"R2",62
"11515",10187,2,"A2758105","772","NEG",1999-03-03,"R8",62
"11519",10486,1,"A2758109","772","NEG",1999-03-04,"R8",62
"11523",10545,1,"A2758114","772","NEG",1999-03-04,NA,62
"11527",10210,1,"A2758121","772","NEG",1999-03-03,NA,62
"11531",10210,5,"A2758125","772","NEG",1999-03-04,NA,62
"11539",10121,6,"A2758066","772","NEG",1999-03-04,"R8",62
"11543",10595,5,"A2758071","772","NEG",1999-03-01,NA,62
"11547",10116,1,"A2758075","772","NEG",1999-03-04,NA,62
"11551",10116,6,"A2758080","772","NEG",1999-03-02,NA,62
"11555",10238,4,"A2758085","772","NEG",1999-03-01,NA,62
"11563",10375,2,"A2757841","772","NEG",1999-03-01,"R7",62
"11567",10222,2,"A2757846","772","NEG",1999-02-25,"R2",61
"11571",10581,2,"A2757851","772","NEG",1999-02-26,"R3",61
"11576",10404,4,"A2757859","772","NEG",1999-02-26,"R1",61
"11600",10548,6,"A2757820","772","NEG",1999-03-01,"R2",62
"11604",10083,2,"A2757827","772","NEG",1999-03-01,"R2",62
"11608",10383,3,"A2757833","772","NEG",1999-03-01,"R1",62
"11612",10117,3,"A2757669","772","NEG",1999-02-24,"R6",61
"11616",10118,2,"A2757673","772","NEG",1999-02-25,"R6",61
"11620",10222,5,"A2757681","772","NEG",1999-02-25,"R2",61
"11624",10548,4,"A2757685","772","NEG",1999-02-24,"R2",61
"11628",10250,10,"A2757691","772","POS",1999-02-25,"R2",61
"11640",10214,1,"A2757641","772","NEG",1999-02-24,"R5",61
"11644",10100,4,"A2757645","772","NEG",1999-02-24,"R1",61
"11648",10089,10,"A2757650","772","NEG",1999-02-23,NA,61
"11652",10089,13,"A2757655","772","NEG",1999-02-24,NA,61
"11656",10180,2,"A2757659","772","NEG",1999-02-22,NA,61
"11666",10327,1,"A2757581","772","NEG",1999-02-23,"R8",61
"11670",10163,1,"A2757588","772","NEG",1999-02-23,NA,61
"11686",10595,6,"A2757634","772","NEG",1999-02-23,NA,61
"11690",10619,2,"A2757403","772","NEG",1999-02-22,"R5",61
"11694",10302,8,"A2757409","772","NEG",1999-02-19,"R4",60
"11698",10103,2,"A2757416","772","NEG",1999-02-19,NA,60
"11702",10576,1,"A2757420","772","NEG",1999-02-22,"R6",61
"11706",10364,2,"A2757427","772","NEG",1999-02-19,"R1",60
"11730",10203,2,"A2757388","772","NEG",1999-02-19,"R3",60
"11734",10581,1,"A2757392","772","NEG",1999-02-19,"R3",60
"11738",10647,3,"A2757396","772","NEG",1999-02-19,"R8",60
"11742",10216,1,"A2757237","772","POS",1999-02-17,"R5",60
"11746",10647,4,"A2757242","772","NEG",1999-02-18,"R8",60
"11750",10194,1,"A2757246","772","NEG",1999-02-18,"R5",60
"11754",10010,1,"A2757250","772","NEG",1999-02-17,"R2",60
"11758",10202,3,"A2757256","772","NEG",1999-02-15,"R5",60
"11762",10146,1,"A2757260","772","NEG",1999-02-17,"R3",60
"11766",10203,3,"A2757264","772","NEG",1999-02-18,"R3",60
"11782",10560,2,"A2757221","772","NEG",1999-02-16,"R8",60
"11786",10163,1,"A2757225","772","NEG",1999-02-18,NA,60
"11791",10195,1,"A2757234","772","NEG",1999-02-16,NA,60
"11795",10203,1,"A2756975","772","NEG",1999-02-12,"R3",59
"11799",10171,1,"A2756979","772","NEG",1999-02-15,"R5",60
"11803",10084,1,"A2756989","772","NEG",1999-02-12,"R2",59
"11807",10084,3,"A2756996","772","NEG",1999-02-11,"R2",59
"11811",10307,2,"A2757003","772","NEG",1999-02-12,"R3",59
"11816",10302,6,"A2757013","772","NEG",1999-02-15,"R4",60
"11824",10419,2,"A2756816","772","NEG",1999-02-08,"R1",59
"11828",10416,1,"A2756820","772","NEG",1999-02-08,"R1",59
"11832",10080,1,"A2756824","772","NEG",1999-02-10,"R5",59
"11836",10248,3,"A2756828","772","NEG",1999-02-10,"R8",59
"11840",10185,1,"A2756832","772","NEG",1999-02-11,"R5",59
"11845",10138,2,"A2756810","772","NEG",1999-02-11,NA,59
"11850",10126,2,"A2756773","772","NEG",1999-02-11,"R2",59
"11854",10467,2,"A2756788","772","NEG",1999-02-11,NA,59
"11858",10236,1,"A2756796","772","NEG",1999-02-11,NA,59
"11862",10437,2,"A2756800","772","NEG",1999-02-11,"R3",59
"11870",10081,3,"A2756809","772","NEG",1999-02-09,"R5",59
"11875",10160,2,"A2756586","772","NEG",1999-02-05,"R8",58
"11899",10227,1,"A2756548","772","NEG",1999-02-08,"R1",59
"11903",10278,2,"A2756552","772","NEG",1999-02-05,"R6",58
"11907",10236,3,"A2756558","772","NEG",1999-02-05,NA,58
"11911",10352,2,"A2756562","772","NEG",1999-02-05,"R1",58
"11915",10129,2,"A2756566","772","NEG",1999-02-08,"R7",59
"11919",10537,2,"A2756577","772","NEG",1999-02-08,"R4",59
"11923",10255,1,"A2756581","772","NEG",1999-02-05,"R5",58
"11927",10471,6,"A2756422","772","NEG",1999-02-04,"R5",58
"11931",10450,1,"A2756426","772","NEG",1999-02-03,"R5",58
"11935",10532,2,"A2756431","772","NEG",1999-02-04,"R4",58
"11939",10302,3,"A2756437","772","POS",1999-02-03,"R4",58
"11951",10091,1,"A2756394","772","NEG",1999-02-04,"R3",58
"11956",10120,8,"A2756399","772","POS",1999-02-02,"R3",58
"11960",10236,4,"A2756403","772","NEG",1999-02-03,NA,58
"11964",10091,1,"A2756407","772","NEG",1999-02-04,"R3",58
"11968",10143,2,"A2756411","772","NEG",1999-02-02,"R3",58
"11972",10143,4,"A2756415","772","NEG",1999-02-01,"R3",58
"11976",10091,2,"A2756393","772","NEG",1999-02-03,"R3",58
"11980",10224,1,"A2756368","772","NEG",1999-02-02,"R5",58
"11984",10159,10,"A2756372","772","NEG",1999-02-02,NA,58
